0;0.0
10;0.17364817766693033
20;0.3420201433256687
30;0.49999999999999994
40;0.6427876096865393
50;0.766044443118978
60;0.8660254037844386
70;0.9396926207859083
80;0.984807753012208
90;1.0
100;0.984807753012208
110;0.9396926207859084
120;0.8660254037844387
130;0.766044443118978
140;0.6427876096865395
150;0.49999999999999994
160;0.3420201433256689
170;0.17364817766693028
180;1.2246467991473532e-16
190;-0.17364817766693047
200;-0.34202014332566866
210;-0.5000000000000001
220;-0.6427876096865393
230;-0.7660444431189779
240;-0.8660254037844385
250;-0.9396926207859084
260;-0.984807753012208
270;-1.0
280;-0.9848077530122081
290;-0.9396926207859083
300;-0.8660254037844386
310;-0.7660444431189781
320;-0.6427876096865396
330;-0.5000000000000004
340;-0.3420201433256686
350;-0.1736481776669304
360;-2.4492935982947064e-16
